score,text
1,30대 중반이 접어들고 보니..그냥 영화라기 보다는 삶을 보여주는 것 같았습니다.영상이랑 음악이 정말 좋았고 배우분들의 자연스런 연기와 꼬마친구들이 보는 내내 즐거움을 주었습니다..영화 끝나고 아빠랑 만약 그때 아빠...
0,참내.. 어이가 없어서...
0,터무니없는 국뽕에 빠져서 허우적거리지 말자
0,"이 영화의 진 교훈 : 앞으로 모든 예술작품은(문학,영화, 음악, 미술 등) 서구인의 시각에서 아직 나오지 않은 테마를 선정해야 히트한다. 서구인에겐 아직 생소했으니 마치 프랑스 예술영화처럼 잔잔한 울림이 있었겠지...."
0,왜 계속 영상이 끊기는 듯한 느낌이 드는지 모르겠다 . 허한 이 느낌 뭐지 ... 밥을 잔뜩 먹었는데 뭘 안 먹은 듯 뱃속이 허한 느낌 .
0,유명 영화제와 실제 관람객 사이의 괴리를 적나라하게 볼 수 있는 영화. 시간이 소중하지 않으신 분들께 추천
1,손자가 할머니를 마음으로 받아들여가는 과정은 당연하고 진부하여도 감동적이었습니다.한국적 또 미국적 가치관 / 종교 또 비종교인의 가치관 / 가족의 유대 또는 개인의 성취 등 여러 가치관이 어지럽게 혼재하는 어려움 그...
1,한 사람의 잔잔한 추억을 공유받은 느낌
1,공감능력을 가진 관객이라면 가슴먹먹함에 엔딩 크레딧 에 쉽게 일어나지 못할거 같아요.한예리의 연기도 훌륭하고특히 윤여정님의 눈빛이 잊혀지지가 않습니다....연출면에서 감정선을 매끄럽게 이어나가고 있다는 느낌이 들지않...
1,새 시대의 미국 영화. 어디에도 속하지 않는 이들은 소속감을 스스로 만들어내야 한다. 이민자들을 위한 영화이기 때문에 우리는 크게 감동하지 못할 수도 있다. 하지만 분명 좋은 영화.
1,큰메세지가있네요~ 우리사는 이야기같습니다..
1,"생각보다 별 건 없다고 느꼈다. 다만 영화 중간중간에 나오는 미국 아저씨의 말들은 위로로 다가왔다. ""괜찮다."" ""모든 것이 잘 될거야"" . 막상 힘들고 앞길이 보이지 않을 때는 옆에서 ..."
0,내가 본 영화 중에 최악은 아니여도 그 언저리에  가깝다. 기대가 커서 만은 아니리라. 그냥 스토리 전개가 뭐가 없다. 그냥 인생 극장 제일 무난한 편을 감흥 없이 본 느낌이다.
0,넥플렉스로 본게 신의한수다 진짜...
0,초중반까진 미국에 정착하는 이민자의 일대기가 매우 재밌고 흥미진진하다. 가족간의 정서 변화도 일품. 하지만 후반부에 개연성 없는 억지전개+억지 감동이 매우 짜증나게한다. 윤여정님의 수상이 캐리한 영화. 남자아이도 귀...
0,기대이상 봤는데  딱히  감동을  못 느꼈네요
0,맏딸 애니가 너무 불쌍해
0,"과대평가된 영화. 연출, 각본, 연기 모두 아쉬운 부분이 많았다."
0,상받은 영화 재밌는거 본적있냐?
0,홍보가   미나리를   살린거지왜  돈주고  봤나  후회스럽네요
0,연기는 연기지만 흐름이 어긋나는듯한 스토리?중간마다 포인트 는있지만 흐지부지 한거같아요
0,영화관에서 안보길 잘했다
0,대체 어떻게 봐야 재밌는지 어디서 감동을 받아야할지 모르겠다
0,수상 소식에 궁금해서 봤는데..연기도 스토리도 별로 감흥이 없네요.
0,도대체? 왜?  라는  단어만 나옵니다. 솔직히그 어떤  요소가  하나도 없군요.
0,이민자 삶을 공감할수 없었고 그들의 아픔을 공감하기 부족했다 또한 윤여정이 보여준 연기가 수상에 버금가는지도 모르겠고 스토리 또한 잔잔해서 박진감과 스릴 넘치는 팬들에겐 아쉬움이 남겠다
0,잔잔하기만하고 큰 내용 없었음..
0,장면연결이 어색하고 주제는 뚜렷하나 대본이 너무 엉성함
0,그냥 다큐나 비급 영화 보는게 낫것다.
0,결말이 뭐야 이게? 왜 상을 받았지? 용두사미가 따로 없네 뭘 말하고자 하는지 모르겠다. 그냥 미국에서 아시아인 단독으로 나온 영화가 없어 신기해서 줬나 어이가 없을 정도로 스토리가 형편 없다. 억지로 꾸역꾸역 넣은...
0,데이빗의 병이 할머니한테 옮아간걸 그린 영환가?미나리는 아무데서나 잘자라니 이사터를 잘잡았다는건가?대체 뭔내용인지..그리고 엔딩....영화관에서 실수로 내용 잘라먹은줄...
0,최악최악 산으로가고 바다에빠지고 총체적난국
0,"오늘 극장가서 보고 왔지만, 지금 이슈가 되는만큼의 내용도 배우들의 연기도 없었다.윤여정의 박카스 할머니 연기가 훨씬 더 훌륭하다. 너무 기대 했었나, 가슴이 먹먹한 것으로 기대 했지만 영화내용보다 수상소감이 더 재..."
0,어디까지나 전문가의 평은 거르는 것이 맞는 거 같단 생각이 듭니다~ 아역이외의 배역은 정말~ 그냥 그랬고~ 감독은 자신이 느낀 감정을 여러 사람들에게 들려 주기엔 부족 한 거 같았습니다~ 상을 위한 영화인지 ㅎㅎㅎ ...
0,나는 하나도 공감이 안된다. 상 많이 받으면 니들은 찬사를 보내겠지.
0,이게 왜 작품성 평가를 받노. 미국인은 코로나 걸려서 눈도 실명했노? 내가 연기해도 윤여정 빼고 나머지보다 연기 잘할 자신있다.
1,한예리 연기 굿
1,흠. 가장도 아내도 애들의 입장도 공감이 많이 가네요. 저희들도 비슷한 경험을 해왔던터라.  절박한 심정. 가슴속 눈물. 저마다의 사람들이 저마다 힘든 경험을 겪어 가면서도 걸어가게 되는 길이듯.  하지만 항상 그늘...
0,"비추천 영화.1. 재미 없음2. 기억에 남은한 팩트 장면이 없음3. 질루함4. 졸림 (수명유도)5. 이야기가 먼 산으로 감6. 수 많은 영화를 많이 보고 , 좋아하지만 이건 큰 돈 주고 관람하기엔 너무 아갑다는......"
0,솔직히 지루해요 연기는 잘하시지만 내용이 뭘 말하고 싶은지도 모르겠고 계속 비슷한 장면만 반복 돼요
0,재미없어요 진짜..완전
0,솔직히 재미없음..ㅋㅋ재미로 보는건 아니겠지만  역시 이런 상잗은 영화들은 하나같이.재미가 없음...  근데 다들 연기는 잘한
0,"평점이 왜이리 높지????나도 감독하겠다 ㅡ,.ㅡ;; 어떻게 아카데미상 탄건지 의문임"
0,좌파 문재인민국 국뽕 pc충들 영화
0,2배속으로 보기에도 시간아까울 듯한 답답한 영화..
0,음.. 윤여정이 각종 영화제에서 상 받은 것은 대단하지만 그녀의 연기를 브라운관에서 자주 보는 한국인으로서 사실 이번 미나리에서의 연기가 딱히 놀랍지 않다. 윤여정은 무슨 배역을 맡아도 윤여정으로 연기하는데 이번에도...
0,이게? 정말 이게!???
0,상까지 받은 영화를 평하기는 뭐하지만 개인적으로 지루해서 중간에 나가려고 했다
0,영상미 빼면 인물 연관관계나 특별한 사건의 흐름도 없이 드릅게 지루하고 기승승승 거리다 급 엔딩. 이따위로 꿈보다 해몽식 개똥철학 붙일거면 모든 영화가 수작이어야함.
0,미국놈들에겐 이런 영화가 통하지. 서편제 같은 영화는 이해도 못해서 쓰레시 취급받았지...그냥 흔한 영화. 드라마.여명의 눈동자가 천배 낫다.
0,내가 뭘 본거지.. 진심 실망했다...
0,미나리말고 고사리는 없냐?
0,영화봤는ㄷㅔ아무생각없이 보기엔 좋은데내용이 딱히 임팩트가없음.뭐물론 그냥 스토리는 볼만함기대이하
0,이게 진짜 왜? 모두들 연기도 어색하고
0,불면증으로 고생하시는 분들께 추천드립니다
0,잘 모르겠어요 미국판 전원일기 같은 느낌아래 호평 하신 내용들을 보면 훌륭한작품이다 라는 글들이 있는데 글쎄요 미국인들을 비롯해 백인들이 보기에는 장면장면 배우들 연기등 다른 영화들에서 느껴보지못한 문화적차이가 아닌...
0,"진짜 노잼,,,,아니 이게 정말로 재밌나요,,,?"
0,뭐죠.. 이 애매모호함... 솔직히 너무 실망입니다. 기승전 잔잔하다 못해 지루함의 끝판왕! 보통 저예산 독립영화보다도 못한... 한국인 이민자인데 한국말이 너무 서툴러서 보는내내 거슬림... 제목만 미나리인 결말이...
0,영화평론가들의 장난.
0,음.. 뭔가 똥싸고 안닦은 느낌이에요.. 윤여정님이 연기로 하드캐리하셨고 스티븐 연은 한국의 아버지가 아니고 교포느낌이 너무나서 아쉬웠어요. 엔딩때는 아뭐지 끝났나? 이런느낌 ㅠ 기대를 너무 해서 봤나봐요
0,윤여사 수상작이라서 봤더만 불면증만 치료하고 옴
0,"윤여정님 오스카 수상으로 흥미가 생겨서 봤습니다. 애초에 대단한 걸 기대한 건 아니고 싱글라이더, 아무도 모른다 같은 류의 잔잔한 울림 정도는 있지 않을까 했는데 그것조차도 큰 기대였던 것 같습니다. 윤여정님 연기야..."
0,진짜 ㅋㅋ국뽕 빼고보면 평점 2점준다
0,이런 연기로 조연상? 아쉬운데
1,아.먹먹한 가슴.윤여정님.모든 배우님들.감독님.스탭분들.고맙습니다.
0,재미 없는데요....
0,완전 노잼 재미없음.ㅋㅋ
0,다큐임? 내 귀중한 시간을 냠냠해버린 올해의 영화로 기억될듯
0,어제 저녁 가족이랑 보고왔는데 솔직히 그저그렇다고 느껴지네요..ㅠㅠ
0,"기대하고 봤는데 대사 하나하나 어색하고 내용도 그닥,,,"
0,평점이 높아서 낮춘다. 지루하고 공감도 별로안됨. 특히 이영화에서 윤여정의 연기가 뛰어난부분이 없는데 차라리 스티븐연이나 한예리를 상주던지 ㅋㅋ 미스테리다
0,도대채 이게 뭔 내용이고 아 잼이드럽게없네이게 영화냐
0,너무 재미없다. 감동? 연기력? 뭐가????
0,일보고 밑안닦고 나온 듯한 결말. 연기도 그닥... 내가 뭘 본거지?
0,하.. 기대가 컸다 정말..
0,이영화는 미국인들만 좋아하는것 같어요. 뭔 작품성은 ㅜ이것도 영화라고 ㅜ
1,"누구나의 마음에 자라날 미나리는, 새롭게 시작 할 수 있는 우리 인생 길의 마중물. 여운이 진하고 전해지는 메세지가 참 많았습니다."
1,잔잔한영화 인데도 전혀지루하지않고 몰입해서 봤어요. 너무좋았습니다
0,"연기자 분들 연기 참 잘 하시네요 그에 비해 스토리가 정말... 비한국인이 좋아할 만하군요 한국인이 싫어하는 속도를 극혐하시는 분에게 이 영화를 추천드립니다 암, 추천하고 말고요"
1,영화관을 나와 영화의 의미를 알아챌수록 더 좋은 영화 인것 같습니다.
0,유명해서 유명한 영화. 이제 제발 '무슨상 수상' 이런거에 난리 좀 그만 쳤으면..
1,영화를보는눈을다시뜨게하는화입니다.우리는흔히영화를볼때기승전결을기대하고그런전개에익숙해져있습니다. 헌데이영화에서는영화통째로승이자전인듯합니다.뭔가극적인결말을꿈꾸는우리네인생이지만늘그렇듯인생은승이자전일수밖에없습니다.이런점을꿰뚫...
1,미나린 어디서든 잘 자라납니다 우리 또한 그럴 것입니다
1,영상미 있고 향수를 자극
1,아직도 이불에 남아있는 우리 할머니 냄새
1,"혼영하기 좋은 영화입니다! 모든 배우들이 정말 훌륭한 연기를 보여주었습니다. 시즌2가 보고 싶네요 ㅠㅠ엄청 재밌다고는 할 수 없지만, 잔잔한 그냥 인생이야기를 보는 느낌입니다. 미국영화라고하는 이유를 알것 같아요. ..."
0,확실히 오스카는 재미보다는 뭔가모를 어떤 특이점에 대해 평을 내리는거 같다. 사실 우리나라가 아무리 가부장적이라 해도 저런식으로 마치 일본풍으로 가부장적이진 않았다. 그림은 한국이민가족 이야기인데. 보면 뭔가모를 일...
1,와우 정말 재밌어요!! 근데 제일 궁금한 건 병아리 감별할 때 뭐 찍던데 그게 뭐죠??
1,잔잔하고 별 거 없는데 그게 별 거였다.
0,감독 뭘말하고 싶은거냐?
0,개인적으로는 재미없었네요...
0,코엑스 메가박스에서 보는데 옆자리에 앉은 아줌마 두명이 마스크 벗고 전혀 웃기지 않은 장면에서 계속 깔깔거리며 웃는데 주먹으로 코를 갈기고 싶었다
0,"큰상받은 영화라고 해서 많이 기대하고 봤었어요... ,,,,....코로나시작하고 영화관에 처음 가본거였는데..,,..,.,,.,,.,.."
0,이정도 스토리 가지고 영화 찍은 강심장 보소. 배우의 표정 이걸로 영화 만든게 다다.
1,잔잔하면서도 가슴뭉클해지는 영화입니다. 억지로 감동을 끌어내는게 아니라 사실 그대로의 미국 이민 생활을 보여주어 더 감동적입니다.
1,한 사람이 성장하기까지의 가정의 여러 요소들을 섬세히 담은 영화라 좋습니다. 사실 우리들은 매우 큰 사건들보다 일상의 작은 사건들로 성장하고 살아가게 되는것 같아요.
1,보편적이고 아름답고 슬펐어요 너무너무 좋았어요특히 데이빗 정말 귀엽네요
0,평점이 높은 이유를 모르겠어요...
0,넘버원! 1점 드립니다^^
1,"스크린에서 보기에 매우 적합한 영화이다.미나리의 인사, 빛 , 불 등의 요소들을 노트북화면으로 본다면 이만큼의 느낌을 받지 못했을 것이다.음악,미술 측면에서도 아주 훌륭해서 영화가 종합 예술이라는것을 다시금 확인한다..."
0,이거 볼 시간에 기생충보다 훨씬 더 재밌었던 1917을 봅시다
1,"후기에서 지루하거나 그렇다는 의견 보고 진짜 기대 안하고 갔는데, 난 재밌던데? 엄청난 재미는 아니지만 충분히 재밌음. 보길 잘했음 영상미도 굳. 당연한 얘기지만? 윤여정선생님 진짜 짱이심"
0,무슨 감동? 어디서 ? 상 받았다고 요란을 떠는 영화는하나같이 '전혀 아니올시다'가 정답인게알바들이 올린 평점보고 혹해서 가질 마시길.
0,상대적이다...뭐가 서구문화에 호기심을 자극했는가...역시 윤선생은 또 그연기....
0,수 많은 상 받은 자체가 놀랍다.핵노잼.나만 당 할 수 없다.가서 보세요
1,"생각지도 못한 연기, 결말까지 좋습니다.감동!!"
0,과대평가 된 짜증나는 영화
0,무슨내용인지 정확히 모르겠어요중요한 부분들이 생략된 기분이랄까좀더 스토리가 꽉찼다면하는 아쉬움이 드네요상받을 정도의 영화라던가이슈가 될 만한 영화라던가솔직히 잘 모르겠어요
0,모르겠어요.. 왜 어떤부분에서 윤여정이 상을빅있는지.... 진짜 상만아니면 안볼영화
0,재미없어요 재미없어요 재미없어요
1,처음보는 할머니와 손자의 관계가 점점 앞으로 나아가는 모습이 정말 감동적이었다
0,10점줘야 한국인인데 이영화는 어찌보는거죠?어디서  전세계를 뒤흔든거죠ㅜㅜ공부기필요하네요ㅜㅜ
0,역시나... 소문 난 잔치상에 먹을 것 없다더니...
0,왜? 뭘? 심사위원이 수상하다. 아카데미 수준 이하란걸 알게되었다.
0,할머니가 왜 아픈지 모르겠다
0,내가 문제있는걸까 내가 명작을 못 알아보는 사람인가 싶었던 영화....도대체 어떤 걸 표현하고 싶었던건지..
0,미래없는 희망을 붙잡는 복잡미묘한 심정들에대해 묘사한 것 같다. 무시할만해보이는 것들이었지만 거기에도 의미가 있다는 걸 말하고 싶었던걸까? 그런 의도에 반해 배우들의 외모나 행동양식이 전형적으로 서양인이 보는 한국인...
0,와 시간 아깝다ㅎ 이건아니지..
0,미나리밭이  너무 부실...ㅋ
0,흐미....ㅔ.이이이내..시...ㅇ...ㅣ...간...
0,일단 너무 재미없음 ㅋㅋㅋ
0,거품이 많은 영화 솔직히 이렇게까지 관심히 쏠린거 이해 못하겠음 제목 미나리가 뭔 이유인지도 모르겠고 특출난게 없음 그냥 킬링타임용
0,뭐지?내가 넘 기대가 컸나?기생충이 참 대단한 영화였다는걸 이 영화를 보고 느꼈음.윤여정씨 연기가 대단하다고 느껴지진 않던데?내가 예술이라던지 감독이 전하려던 메세지 잘 못느끼는 멍청이 맞겠죠?
0,그냥..잔잔하고 외국과 관점차이가 심하다는걸 느꼈습니다...
0,"하도 언론에서 미나리에 대한 평을지나칠 정도로 관심을 보이고우리 배우가 미국에서 상후보자라해서, 매스컴에서 하도 광고를 해서집에서 보게되었다.여태 한국 영화들이 보여줬던감동에 비해 크게 감동이나, 좋은 영화인지 저한..."
0,"이 영화는 이민자의 삶을 그린 미국영화라 느껴지네요. 공감도 안되고, 발음도 잘 안들려서 한국판도 자막이 있었으면 할 정도였어요. 배경 세대를 떠나서 너무 일부의 이야기입니다. 오히려 동양인 미국 이민자들의 공감이 ..."
0,솔직히 너무 이슈가 많이된영화 재미없다
0,개인적으로 그저 그랬어요사람마다 다르니깐요
0,"아마도 코리안 거품의 최대 수혜를 받은 영화가 아닐지... 각본, 연기, 연출 모두 과대평가 되었다."
0,저는 빡대가리라서 그런지  뭘 말하고싶은지를 모르겠습니다
1,슬플것 같았으나 슬프지는 않은
1,실제 할머니 인상과 너무 다른 나쁜이미지라 좀 실망했어요TV 복싱보며 손자 식사를 알아서 먹으라고 하는 그런부분이 너무 동떨어진 내용
1,현실적이라 착잡해요 진짜 근데 연기와 스토리는 좋아요
1,"영화보고 집에 가서도 여운이 남을 정도로, 마음에 길게 남았습니다.!‘가족’,’부모님’에 대해 다시한번 생각해보게 되네요. 소소하지만 마음에 여운이 남는 영화입니다!"
0,대추나무 사랑 걸렸네 비슷함 토마토 가지에 물주다가 할매 노망나서 불타고 끝 노잼 네이버 관람객 평점 쓸려면 네이버에서 예매해야만 가능하다는데 CGV는 되지도 않음 이게 더 거지같네
1,개척해내는 것의 어려움과 절박함에 자꾸 눈물이 났다 지금 이 어려운 시대에 우린 이민자가 아니어도 새롭게 시작하는 다수가 주변에 있고 할머니처럼 괜찮다고 잘될거라고 얘기해줘야 겠다 그게 씨앗이 되어 정이삭 같은 감독...
1,"여러분들 농사가 많이 힘듭니다. 남자가 진짜 성공하고 싶으면, 자신이 부양해야 할 사람들을 많이 두지 않는 것이 모두를 위한 것 같습니다 ."
0,기대치가 컷던것같다. 결말부분 신랑이랑눈이 마주침.이건머선일이고???
0,기대를 했던 내가 바보인가.. 너무 기대 했었나.. 한국정서론 도무지 이해가 안감.. 결말도 흐지부지 되고이게 왜 해외에서 상을 휩쓸고 다니는지 이해가 솔직히 안감..그냥 연기만 잘할 뿐이지.. 감동 없었네요 전.....
0,그냥 계속 잔잔해요...
0,"아까전에 보고 왔는데, 재밌진 않아요.지루하고,잔잔하고,조용한 영화에요.무슨 내용인지 잘은 모르겠지만 배우 윤여정님이 나오셔서 보는 맛은 조금 솔솔했지만 재미는 없었어요"
1,"로마, 실버라이닝 플레이북과 결이 비슷한 영화. 우리 각자는 미완성이지만 서로가 있기에 완성될 수 있다는 믿음. 사랑하는 이들과 함께라면 어디에서든 잘 살아나갈 수 있다, 어느 땅에서나 잘 자랄 수 있는 미나리처럼...."
0,생각보다 별로... ㅠㅠㅠㅠ
0,진짜 재미 없고 결말도 별로... 중간에 한 몇 분 자서 그런가 뭐가 감동적이라는 건 지 잘 모르겠다
0,"결말이,,, 좀 제 스타일이 아니였어요ㅠㅠ"
1,주연 아버지역을 한국배우로 해도 되지 않았을지.. 좋았습니다. 델몬트주스병에 담긴 보리차같은 영화란 평이 와닿네요^^
0,어캐 상 받았는지 궁금하네
1,전반적으로 좋았으나 엄청 임팩트 있진 않았습니다.
0,원래 상받은 영화들은 재미가 없다. 기생충처럼 일부만 빼고
0,뜬금 없는 스토리 진행에 큰사건으로 성공 말아먹었는데 그냥 허무하게 끝
1,가족이라는 복잡한 희극과 비극.... 그 복잡한 단면을 이렇게 섬세하게 담을 수가 있을까.
1,고통이 현재진행형인 사람들에게 더 큰 의미가 있을만한 영화. 삶을 흩어버릴만한 고난을 통과하면서 오히려 그 시간을 함께 버티게 되는 가족들의 이야기. 여러가지 삶의 모순이 이야기를 열고 닫는 문이 되어준다. 신기했던...
1,가족이란 무엇일까 질문하고 생각하게 해주는 영화였습니다. 특히 할머니(윤여정)의 세상. 그 깊이를 조금이나마 헤아려 볼 수 있었던 시간이었습니다. 부모가 된다는 것은 세상에서 가장 용감한 사람이 되는 일인 것 같습니...
1,"자칫 신파조가 될 수도 있었으나 감독은 감정을 최대한 억제하면서 관조하는 모습을 보여줌.연기 앙상블, 음악이 좋음"
1,"아무데서나 잘 자라고, 누구에게나 쓸모있는 미나리처럼 기어이 가족으로서 뿌리내리는 행보. 그렇게 가족이 되어가는 모습이 아름다웠다. 특히 끝부분, 마룻바닥에서 다함께 잠들어있는 모습은 감동적...그것을 지켜보는 할머..."
1,"아이고  아이고 어떻게 어떻게 하면서 봤어요. 내 안의 정서가 ""아이고 어떻게...""안타깝고,  영상이 너무 아름 답고 얇은 솜이불처럼 따뜻했어요.  널뛰는 감정없이 잔잔하게 보고나오는데 기분이 상쾌했..."
1,"특유의 한국영화처럼 '당장 울어라, 타이밍 지금이야!' 이런게 없어서 저는 더 좋았어요. 엄청난 몰입도는 아니었지만, 한 사람의 특정시점에서의 자전적 이야기를 영화로 잘 재구성한것 같습니다. 과거 한국..."
1,최근 본 영화 중에 가장 꾸밈이 없고 사실적이고 진심이 가득 담긴 영화였어요. 모두가 봤으면 합니다.
